gcc -fopenmp -c src/main.c
gcc -fopenmp -c src/parallel_tasks.c
gcc -fopenmp -c src/utilities.c
gcc -fopenmp -lm -g -o schooling main.o parallel_tasks.o utilities.o
rm -f *.o
Fish #	x	y	w
21043	-77.11	61.08	71.59
21044	75.55	64.35	71.56
21045	16.13	32.34	71.23
21046	83.29	-36.79	73.35
21047	19.43	-15.15	69.52
21048	-6.80	85.00	71.19
21049	43.22	62.14	71.46
21050	26.39	75.62	71.43
21051	-78.28	-7.44	72.52
21052	-70.80	-69.57	70.19
21053	-68.99	0.64	75.44
21054	8.13	-11.38	71.08
21055	27.94	-6.48	74.97
21056	-68.08	-50.93	71.31
21057	9.66	-52.77	74.24
21058	-71.05	32.95	69.06
21059	-91.70	-94.31	74.59
21060	-1.70	23.03	73.31
21061	37.24	-19.61	70.59
21062	87.84	-42.74	71.34
21063	66.84	-19.16	70.43
21064	-58.74	9.66	77.03
21065	-56.82	69.05	70.87
21066	-15.32	-34.50	72.91
21067	-39.19	14.08	74.67
21068	-3.07	-9.78	75.27
21069	-85.28	-95.75	74.07
21070	78.24	42.26	67.81
21071	-2.22	-89.44	69.55
21072	91.53	-91.96	68.85
21073	-42.81	-79.33	72.98
21074	40.99	-34.71	70.15
21075	-75.63	-60.91	72.25
21076	89.72	63.00	71.29
21077	21.28	76.16	71.95
21078	-80.33	-12.88	71.57
21079	-43.00	-38.87	69.77
21080	96.58	0.59	73.20
21081	-69.62	-17.34	71.26
21082	65.49	-10.20	71.46
21083	96.33	-37.99	72.07
21084	81.22	-88.15	70.77
21085	-34.13	59.86	72.96
21086	53.50	64.85	71.27
21087	71.02	45.63	74.75
21088	73.08	-72.40	72.27
21089	66.10	16.27	73.62
21090	-6.11	90.87	70.75
21091	54.16	-17.99	73.42
21092	53.07	-24.56	71.87
21093	-42.03	73.34	70.69
21094	62.36	17.18	71.78
21095	-65.73	58.54	68.91
21096	-81.83	-36.15	73.54
21097	-59.21	82.85	68.97
21098	54.25	-63.07	68.25
21099	-55.73	34.66	68.05
21100	-50.82	11.74	73.83
21101	-4.88	-97.32	72.27
21102	-24.42	-33.86	70.46
21103	49.11	-51.34	71.88
21104	-8.06	15.62	71.53
21105	63.13	84.63	70.06
21106	6.89	17.29	70.55
21107	-32.56	-40.44	75.53
21108	91.93	26.21	71.81
21109	-67.90	52.89	71.41
21110	-56.41	-33.63	71.41
21111	11.63	-40.04	71.22
21112	30.82	53.02	72.97
21113	-56.99	-15.33	71.03
21114	91.75	-10.52	74.34
21115	-80.86	-58.68	75.80
21116	99.82	14.06	72.11
21117	-55.20	-23.80	71.76
21118	78.59	95.31	71.96
21119	24.47	-27.87	70.82
21120	9.33	-13.00	69.94
21121	-44.04	-84.38	73.97
21122	-94.11	23.00	75.73
21123	-24.22	97.22	72.05
21124	-52.39	9.08	71.71
21125	50.72	-9.20	71.25
21126	75.85	-37.86	72.79
21127	51.76	6.28	69.63
21128	-84.03	94.77	71.99
21129	90.75	-91.29	74.54
21130	-16.75	-88.92	70.66
21131	-51.56	-15.93	68.96
21132	24.74	-5.96	72.13
21133	59.27	2.94	70.25
21134	-13.25	-15.66	74.16
21135	74.67	95.88	73.97
21136	71.13	-68.77	72.80
21137	-88.71	75.42	70.62
21138	54.03	-12.13	71.38
21139	73.25	-96.96	72.96
21140	95.75	23.96	71.68
21141	-6.16	71.00	72.94
21142	85.71	-55.20	73.69
21143	-22.72	-97.13	73.14
21144	-59.43	-31.57	70.58
21145	-88.81	24.42	73.08
21146	-20.29	-38.78	72.14
21147	-90.51	-97.35	68.37
21148	53.66	66.96	71.46
21149	7.19	-57.39	74.24
21150	-47.51	-19.55	71.70
21151	-62.11	-75.98	74.50
21152	12.28	-48.82	74.93
21153	-100.35	-34.29	72.23
21154	37.86	72.30	70.47
21155	-31.45	33.21	73.13
21156	-2.14	62.79	69.29
21157	5.81	-15.43	69.98
21158	-91.02	82.49	67.61
21159	-13.16	-50.05	75.73
21160	-49.29	-0.37	77.04
21161	75.37	30.22	71.18
21162	58.45	84.05	70.09
21163	35.27	12.11	71.79
21164	54.21	-58.34	71.98
21165	54.12	-95.50	69.61
21166	23.51	91.80	73.30
21167	-70.88	-65.00	76.06
21168	-58.01	-71.23	72.61
21169	1.11	79.64	70.24
21170	-98.13	69.05	72.27
21171	14.05	-1.27	71.89
21172	32.84	-81.94	70.16
21173	82.49	42.82	68.07
21174	-99.25	-30.06	71.98
21175	94.37	-46.14	71.61
21176	66.76	68.34	73.70
21177	85.29	24.61	69.70
21178	53.59	19.16	72.32
21179	-61.49	6.40	71.56
21180	60.62	92.63	75.44
21181	12.10	-16.07	72.52
21182	84.23	41.02	73.07
21183	19.13	-73.78	73.27
21184	70.59	-80.17	71.42
21185	-94.73	72.25	72.41
21186	89.29	18.52	72.05
21187	-29.22	22.52	72.00
21188	37.97	-46.92	73.25
21189	-34.45	39.92	70.85
21190	21.61	-40.48	72.17
21191	93.38	-10.23	69.89
21192	-71.34	78.27	65.81
21193	-85.62	82.85	72.92
21194	-1.37	-47.30	74.76
21195	-9.35	-41.36	73.17
21196	-54.67	-97.25	71.57
21197	41.38	-72.04	69.81
21198	42.17	-40.49	71.09
21199	-45.82	13.35	71.07
21200	-19.66	-39.15	69.27
21201	-15.39	-30.17	71.09
21202	79.36	55.19	67.94
21203	92.95	18.14	73.08
21204	-91.13	-41.30	70.11
21205	-43.74	32.28	72.59
21206	17.42	-48.16	75.58
21207	-80.55	47.28	75.32
21208	-70.50	-65.56	68.54
21209	28.33	27.13	69.17
21210	-11.87	-79.82	73.60
21211	84.77	33.26	74.25
21212	-77.47	25.75	75.07
21213	61.02	64.49	71.41
21214	86.66	-83.40	69.75
21215	-22.15	-34.41	70.01
21216	-24.16	64.06	70.52
21217	35.82	-44.39	71.83
21218	19.85	27.97	74.21
21219	72.34	28.71	72.97
21220	87.07	-69.20	74.02
21221	-41.41	6.09	70.37
21222	-16.96	-19.55	70.21
21223	-47.04	10.14	75.19
21224	15.28	81.69	73.64
21225	-63.13	-97.39	71.49
21226	-98.53	-78.96	70.20
21227	34.67	-76.40	71.03
21228	47.39	-2.52	69.77
21229	88.29	34.04	74.06
21230	12.08	-33.66	72.47
21231	98.84	88.53	74.45
21232	-69.00	34.26	74.19
21233	-55.67	49.84	71.80
21234	-38.37	-83.72	71.38
21235	-23.05	-51.50	72.30
21236	-51.92	36.35	69.53
21237	54.18	30.31	73.05
21238	-83.61	-93.46	74.78
21239	-59.55	30.27	70.10
21240	88.44	-23.08	72.42
21241	33.69	89.51	68.77
21242	-2.45	-31.44	70.30
21243	-86.69	-54.26	68.97
21244	64.64	-97.00	71.07
21245	78.39	-23.28	70.07
21246	-29.06	77.62	71.99
21247	-34.35	-0.86	73.20
21248	12.48	10.78	69.94
21249	-51.02	74.11	73.03
21250	27.66	26.54	74.39
21251	-75.80	75.53	74.92
21252	-36.92	78.38	75.94
21253	5.85	-21.32	72.83
21254	83.13	46.10	71.28
21255	-90.45	71.16	70.30
21256	-76.39	43.44	75.35
21257	61.47	21.17	70.76
21258	-89.01	75.78	68.19
21259	65.51	75.64	72.76
21260	78.59	43.10	68.04
21261	-47.24	-52.07	75.80
21262	22.12	18.21	71.08
21263	47.67	-66.40	68.24
21264	-72.01	96.65	72.26
21265	-90.69	56.04	73.00
21266	24.39	-67.88	71.14
21267	33.78	85.87	70.49
21268	-91.30	-60.98	69.58
21269	-35.06	93.43	72.91
21270	85.32	-25.71	72.07
21271	64.99	-93.27	71.12
21272	-83.47	26.87	68.84
21273	27.30	-71.67	73.27
21274	2.45	-5.59	71.62
21275	-96.24	-18.17	72.40
21276	-62.50	-45.28	73.52
21277	29.36	59.62	71.18
21278	74.93	-23.97	73.70
21279	93.22	-97.09	72.39
21280	-26.32	-99.07	72.58
21281	58.95	96.67	73.65
21282	-67.55	-7.87	75.87
21283	83.13	-57.25	70.53
21284	31.55	-52.52	71.13
21285	-63.22	15.47	69.73
21286	21.77	-98.23	75.30
21287	24.00	39.50	68.76
21288	29.24	-49.11	70.74
21289	67.03	-68.31	69.39
21290	43.70	69.79	70.01
21291	13.52	83.20	72.64
21292	-73.69	-56.72	69.98
21293	41.82	100.24	72.64
21294	18.51	36.05	72.23
21295	-98.25	92.99	68.66
21296	35.98	61.30	71.99
21297	89.66	69.03	74.44
21298	-45.77	72.39	72.15
21299	-88.22	85.58	69.54
21300	-79.33	-52.03	72.88
21301	1.25	42.04	72.50
21302	-49.86	-75.95	70.84
21303	-18.46	78.18	69.54
21304	-25.26	-51.63	69.82
21305	-89.53	-81.16	75.05
21306	-81.43	24.19	73.83
21307	-98.96	-57.12	73.36
21308	67.47	42.86	71.12
21309	-55.48	-13.22	70.31
21310	-22.29	-52.93	71.67
21311	-21.03	-87.31	73.63
21312	-92.03	-30.98	72.10
21313	83.92	-38.99	70.97
21314	-57.99	94.50	74.08
21315	-51.61	-37.72	75.08
21316	-57.13	48.24	71.18
21317	-95.88	-7.19	75.86
21318	72.49	-14.34	71.76
21319	-28.41	-53.37	73.38
21320	33.23	-17.15	72.15
21321	-33.53	51.00	69.94
21322	-92.96	-34.69	75.48
21323	96.28	72.90	72.53
21324	-92.03	-60.60	72.17
21325	-40.12	-15.73	70.20
21326	-15.33	39.45	74.14
21327	-0.64	-7.96	71.89
21328	-91.53	-19.12	75.65
21329	56.25	-50.72	69.61
21330	-23.22	-97.36	73.77
21331	12.16	18.25	69.83
21332	51.29	15.88	71.31
21333	-88.55	24.17	71.66
21334	-99.06	-17.36	74.96
21335	71.40	34.57	72.71
21336	63.89	-62.93	74.02
21337	-14.03	71.13	74.31
21338	2.38	-18.35	71.06
21339	43.83	11.55	71.93
21340	19.24	-96.69	72.69
21341	96.42	-94.69	70.94
21342	41.16	-6.02	75.40
21343	-3.05	50.43	73.59
21344	72.86	-47.20	71.05
21345	-99.09	-49.16	74.68
21346	-44.75	11.27	71.51
21347	68.89	-92.67	73.06
21348	-73.05	79.34	69.50
21349	30.71	-71.51	73.93
21350	-37.42	2.11	72.57
21351	63.47	-73.33	70.68
21352	39.38	-51.36	74.44
21353	98.00	-58.64	70.52
21354	29.89	40.43	75.01
21355	52.50	-49.47	72.49
21356	42.94	46.92	73.87
21357	-44.36	-12.10	72.12
21358	-58.70	52.80	68.47
21359	-62.07	-84.64	70.98
21360	-94.00	-62.16	71.90
21361	-33.80	-38.96	73.91
21362	48.51	-65.11	70.76
21363	-32.83	75.86	74.88
21364	-84.96	99.08	71.48
21365	-94.04	-22.18	71.20
21366	1.39	68.63	72.91
21367	3.69	-60.83	71.56
21368	-82.34	1.50	69.54
21369	-17.87	47.95	71.39
21370	-57.07	-65.77	69.49
21371	98.08	88.08	72.21
21372	79.96	-44.88	69.39
21373	-24.22	-77.54	70.61
21374	-92.08	13.30	73.78
21375	-62.38	-86.08	69.73
21376	49.74	4.83	75.10
21377	-25.64	-0.35	75.00
21378	38.52	41.73	70.17
21379	-24.88	53.75	72.72
21380	40.82	-18.92	74.41
21381	-68.03	-58.60	68.34
21382	-51.90	35.06	69.23
21383	-18.22	-32.63	68.40
21384	-62.04	63.50	71.18
21385	-85.28	-18.91	73.23
21386	96.54	-85.80	68.87
21387	-31.63	77.29	72.74
21388	-29.68	43.14	70.51
21389	99.15	-23.16	70.05
21390	-42.55	-61.42	72.31
21391	-10.25	-93.21	71.42
21392	41.20	64.71	70.47
21393	4.24	-19.08	72.84
21394	6.45	81.36	69.99
21395	-65.32	-52.54	74.30
21396	-37.56	-33.95	70.56
21397	-11.33	11.94	74.81
21398	-98.09	70.64	72.05
21399	77.51	-61.53	70.55
21400	33.15	94.42	76.16
21401	20.16	30.69	76.00
21402	-90.58	88.53	70.85
21403	7.58	-20.46	74.81
21404	31.47	7.33	75.11
21405	54.37	87.72	69.49
21406	44.71	-54.48	73.04
21407	94.51	-13.69	72.50
21408	-88.76	0.35	70.97
21409	67.04	16.68	73.65
21410	-17.49	-99.69	70.77
21411	64.95	45.95	72.64
21412	-33.84	-46.59	68.81
21413	-43.31	-31.93	69.86
21414	-75.95	-64.80	72.53
21415	6.94	57.60	73.03
21416	-70.38	-74.10	72.33
21417	-10.31	-60.96	72.19
21418	-88.17	98.07	71.53
21419	17.77	45.10	69.30
21420	6.80	-25.45	73.41
21421	34.02	-48.69	68.96
21422	18.07	28.32	69.91
21423	37.62	29.51	72.34
21424	-71.53	5.46	72.03
21425	-54.61	11.58	74.17
21426	5.17	-89.06	75.94
21427	-44.87	70.93	69.49
21428	-35.05	11.81	74.54
21429	-60.80	-10.80	73.61
21430	47.21	44.34	73.28
21431	-51.39	78.23	69.67
21432	70.84	38.49	72.39
21433	-82.53	84.27	69.64
21434	36.76	35.64	72.77
21435	30.77	-58.04	70.68
21436	-91.61	-37.21	70.70
21437	-6.13	28.46	74.56
21438	91.91	-68.11	71.65
21439	-43.63	-78.82	71.67
21440	35.75	2.96	75.16
21441	32.56	-58.08	68.71
21442	13.90	87.49	70.98
21443	-85.95	78.64	72.48
21444	1.50	-47.95	73.29
21445	-30.75	-50.89	71.55
21446	96.99	16.65	70.80
21447	-73.46	67.03	71.71
21448	-44.46	-56.59	69.78
21449	52.31	91.90	73.15
21450	79.05	-18.32	72.54
21451	-65.34	87.05	72.88
21452	44.67	27.33	72.23
21453	13.51	36.18	71.01
21454	59.03	70.88	70.57
21455	57.76	-3.82	74.64
21456	-25.16	-10.48	69.98
21457	37.90	88.33	74.12
21458	-22.39	51.35	75.26
21459	66.57	77.31	71.11
21460	-97.00	-64.98	71.40
21461	-73.98	99.38	68.04
21462	51.67	-48.64	71.56
21463	66.21	-91.78	72.67
21464	-3.83	18.92	70.99
21465	-99.28	-25.17	74.15
21466	99.60	-66.01	70.87
21467	-38.13	44.67	69.59
21468	63.12	76.78	76.28
21469	-18.35	21.94	70.09
21470	48.26	-62.18	73.23
21471	-81.68	-77.51	75.13
21472	28.54	55.42	71.64
21473	-89.18	-94.85	72.08
21474	6.37	77.80	72.14
21475	84.06	9.76	73.13
21476	-87.58	-90.72	67.88
21477	8.15	65.90	71.09
21478	-39.96	-24.24	73.77
21479	72.91	56.22	70.82
21480	92.68	72.64	70.31
21481	-68.35	93.68	70.12
21482	-91.78	-6.68	71.89
21483	37.35	70.54	70.69
21484	-29.50	-81.19	73.33
21485	-7.71	-81.04	73.85
21486	-41.98	10.41	71.03
21487	-57.94	86.16	72.59
21488	-34.97	-47.32	72.17
21489	91.31	71.80	72.02
21490	-70.32	74.57	71.79
21491	-18.03	-56.30	75.05
21492	83.05	89.51	73.49
21493	-91.20	-56.11	69.00
21494	-36.33	81.91	71.70
21495	100.11	-41.84	71.81
21496	55.75	-68.84	69.52
21497	-48.16	63.37	71.54
21498	24.88	89.39	72.59
21499	33.91	95.18	73.75
21500	-90.60	-75.20	71.25
21501	-85.26	-33.78	71.20
21502	35.21	-43.40	68.85
21503	-48.22	-97.96	68.53
21504	8.08	-55.50	69.42
21505	74.84	40.16	70.51
21506	-81.33	-44.39	73.40
21507	83.06	-98.28	70.45
21508	-55.68	91.46	67.82
21509	-53.99	11.40	71.08
21510	73.77	-55.28	71.37
21511	68.15	30.12	70.92
21512	-23.73	-80.21	71.15
21513	-7.31	-98.85	75.77
21514	-90.82	-74.19	71.85
21515	95.53	-81.23	69.12
21516	-47.79	-89.32	68.13
21517	-15.60	88.02	70.37
21518	-31.52	39.18	72.75
21519	91.06	75.36	71.46
21520	82.28	65.11	69.71
21521	16.12	-97.65	71.98
21522	-80.09	-0.02	73.01
21523	-95.14	-34.76	73.93
21524	-9.16	-49.53	72.71
21525	74.23	-34.19	70.12
21526	-3.21	43.18	71.92
21527	95.13	71.87	71.48
21528	63.57	-12.78	71.55
21529	73.22	73.15	71.45
21530	13.02	68.95	73.09
21531	91.32	66.23	69.77
21532	79.43	-22.88	70.70
21533	54.45	-53.70	71.95
21534	-84.10	43.71	74.82
21535	-76.74	98.17	72.73
21536	8.22	38.38	73.56
21537	-98.08	28.53	72.60
21538	-62.45	-94.22	72.54
21539	93.97	28.59	70.41
21540	-43.94	69.40	70.76
21541	94.00	52.85	70.20
21542	12.78	88.92	71.61
21543	24.11	-24.65	71.62
21544	-24.06	-2.27	72.28
21545	-50.50	91.36	69.58
21546	-34.12	-59.58	72.84
21547	57.99	-54.89	73.37
21548	16.54	11.24	74.66
21549	-8.39	33.84	68.94
21550	-43.04	14.27	73.01
21551	32.61	65.57	75.93
21552	-47.95	33.73	69.28
21553	-5.90	-10.00	69.99
21554	40.52	-11.53	71.70
21555	-81.61	95.97	72.49
21556	-41.73	-86.61	73.29
21557	48.62	69.05	72.74
21558	-97.09	-28.27	75.25
21559	-55.39	-20.55	72.18
21560	68.66	-7.49	68.80
21561	-29.78	-66.06	70.11
21562	32.73	-71.59	73.21
21563	-21.55	-49.73	71.38
21564	40.45	70.06	70.09
21565	84.11	97.21	73.00
21566	-14.66	15.32	73.57
21567	62.78	36.78	74.61
21568	-50.95	-42.11	70.37
21569	-73.61	87.77	74.73
21570	46.76	-55.22	71.29
21571	84.14	-96.57	73.03
21572	-41.83	31.76	76.69
21573	73.08	-39.11	70.07
21574	-95.51	-82.51	70.36
21575	40.54	72.14	72.03
21576	9.60	-88.84	74.77
21577	-92.71	-55.87	71.94
21578	-60.23	-13.67	73.51
21579	-5.40	80.02	73.68
21580	-42.80	-23.30	70.04
21581	76.23	42.13	72.60
21582	92.22	40.21	72.85
21583	-21.48	-58.33	70.06
21584	97.70	4.10	71.48
21585	-69.96	44.06	69.97
21586	50.49	-86.42	70.02
21587	46.69	-90.74	74.46
21588	45.93	19.37	69.60
21589	-29.85	50.42	68.21
21590	36.26	-88.11	66.79
21591	21.76	-54.34	73.16
21592	-77.95	30.05	71.28
21593	-11.41	-38.58	74.50
21594	-84.82	81.58	69.91
21595	-59.35	-26.82	72.95
21596	-40.51	-82.72	73.18
21597	-84.69	-48.29	68.67
21598	55.49	-8.57	72.30
21599	-6.62	52.79	76.67
21600	97.53	22.61	72.80
21601	-3.75	48.62	70.33
21602	36.59	-57.06	70.06
21603	57.08	-15.08	70.04
21604	61.11	-72.57	70.44
21605	-66.66	-2.63	75.87
21606	-62.08	57.50	69.22
21607	43.03	-39.82	71.74
21608	-12.06	-67.18	72.75
21609	20.80	2.33	74.40
21610	-85.40	62.65	74.61
21611	77.10	-25.51	74.76
21612	80.13	91.01	72.38
21613	25.40	36.02	70.65
21614	-16.76	-81.43	73.24
21615	-9.99	-19.03	69.58
21616	41.39	86.46	76.38
21617	-73.01	-21.02	73.58
21618	-71.80	85.07	73.51
21619	62.70	91.30	73.50
21620	-88.90	96.83	72.76
21621	-12.32	-49.78	74.01
21622	54.13	-68.69	69.68
21623	11.19	-59.12	74.96
21624	-35.87	-66.80	73.90
21625	43.40	-21.67	69.05
21626	96.44	20.11	74.62
21627	52.02	75.57	73.80
21628	10.52	-23.58	70.24
21629	12.39	94.56	71.70
21630	-5.61	-98.00	71.09
21631	-24.47	-64.62	69.89
21632	87.66	3.52	71.75
21633	16.35	-82.54	74.06
21634	-12.22	-21.95	70.48
21635	-92.84	0.88	74.16
21636	-24.52	-5.76	71.74
21637	50.90	-71.39	71.04
21638	25.55	-38.11	73.77
21639	-30.31	87.28	71.95
21640	-5.11	-86.31	72.25
21641	-33.39	-8.67	73.26
21642	32.20	-81.37	70.50
21643	-31.70	-57.08	72.41
21644	-4.75	80.50	73.85
21645	-61.12	89.44	75.37
21646	84.70	13.81	71.85
21647	-73.78	72.16	68.80
21648	-83.48	41.37	69.57
21649	90.02	5.51	70.36
21650	-79.78	95.98	69.00
21651	-94.41	-5.30	74.73
21652	-8.98	56.48	72.84
21653	24.91	-82.84	72.44
21654	-81.22	95.00	70.52
21655	-94.36	15.86	73.39
21656	-92.70	-28.75	75.00
21657	-93.41	41.29	71.06
21658	-9.72	-25.50	69.58
21659	84.41	85.53	68.94
21660	-44.61	-77.51	69.79
21661	74.17	-61.31	69.95
21662	36.29	-98.82	66.41
21663	-87.75	53.01	73.25
21664	42.15	-98.93	72.21
21665	-41.48	61.37	68.53
21666	97.25	-35.89	75.53
21667	-43.33	-11.74	70.80
21668	-77.81	81.18	72.87
21669	5.23	-59.03	72.12
21670	75.78	11.26	69.47
21671	54.63	84.28	70.60
21672	83.71	61.63	73.35
21673	25.37	-27.42	70.99
21674	-64.27	9.78	75.73
21675	-41.49	-8.88	69.22
21676	32.67	-66.73	75.78
21677	30.61	-31.64	69.54
21678	-64.94	41.66	69.19
21679	-78.02	77.20	72.56
21680	42.73	-19.70	73.17
21681	39.17	40.58	68.82
21682	46.01	94.24	71.80
21683	-68.75	67.40	71.04
21684	76.01	36.67	72.32
21685	-93.23	52.60	69.33
21686	-51.47	62.20	73.96
21687	34.88	-68.76	72.39
21688	23.03	-39.95	69.42
21689	6.42	58.35	76.05
21690	71.03	64.73	75.34
21691	-48.93	3.50	71.24
21692	98.21	82.48	71.92
21693	72.07	-66.74	68.59
21694	24.55	93.85	74.44
21695	-90.53	-31.32	76.24
21696	-24.66	48.64	73.73
21697	-90.14	-79.65	71.31
21698	41.87	-59.49	71.75
21699	86.75	17.69	70.08
21700	78.18	94.52	72.00
21701	-29.31	-75.29	71.68
21702	56.32	-92.84	70.14
21703	-43.85	-19.26	71.81
21704	-33.39	61.58	69.71
21705	-59.90	-61.56	74.09
21706	27.31	-8.03	74.55
21707	40.35	24.52	69.97
21708	-25.35	13.01	76.63
21709	58.18	98.80	73.14
21710	7.86	68.65	71.62
21711	-32.12	81.80	73.26
21712	17.09	-22.66	71.80
21713	-97.84	-41.24	73.70
21714	19.05	90.51	71.36
21715	76.85	-4.17	69.12
21716	85.02	-53.67	68.89
21717	19.95	41.94	71.77
21718	-48.10	76.10	72.57
21719	-78.31	20.91	72.08
21720	37.08	-37.02	72.21
21721	57.35	-35.01	71.04
21722	55.95	-2.50	70.76
21723	89.11	-71.40	73.40
21724	-89.49	47.89	71.70
21725	-70.00	18.77	71.73
21726	18.33	-2.72	72.64
21727	1.97	-65.78	73.18
21728	76.02	5.33	71.63
21729	-7.22	-6.53	75.16
21730	-4.76	-31.17	73.59
21731	89.50	-19.94	70.95
21732	15.96	11.05	71.43
21733	-78.60	68.65	68.79
21734	-12.85	-56.71	74.57
21735	-12.44	-74.58	72.12
21736	7.27	-55.29	70.39
21737	-9.79	-37.78	76.32
21738	42.60	-19.28	73.82
21739	-8.57	53.31	72.21
21740	-69.60	21.03	71.51
21741	-27.52	47.93	70.01
21742	-81.29	74.46	73.14
21743	82.35	93.13	73.70
21744	-21.81	-25.47	69.97
21745	-13.40	74.03	71.07
21746	44.96	-23.49	70.79
21747	-47.31	-39.69	70.20
21748	86.55	-26.11	68.16
21749	-71.63	-25.30	74.61
21750	18.37	16.93	74.77
21751	-0.68	-75.35	72.15
21752	62.63	89.74	72.02
21753	-12.73	6.04	72.69
21754	-30.55	79.10	69.07
21755	-41.05	-0.95	72.48
21756	-0.67	32.43	75.14
21757	-51.61	18.05	74.17
21758	5.49	-68.86	70.84
21759	10.58	82.88	71.33
21760	5.87	97.78	76.47
21761	57.11	-49.77	71.38
21762	-24.91	-89.61	73.89
21763	10.54	-40.96	72.33
21764	-14.12	39.91	69.60
21765	32.74	-96.55	70.71
21766	-43.77	-68.33	72.46
21767	-70.50	-80.33	74.01
21768	-80.00	16.57	72.06
21769	24.30	-9.14	69.04
21770	-5.12	83.46	71.81
21771	89.91	94.81	71.99
21772	14.49	-60.90	75.58
21773	12.25	-80.42	71.08
21774	-30.36	-77.37	68.66
21775	-96.13	76.71	71.21
21776	-78.58	61.17	68.11
21777	-73.67	-5.69	70.92
21778	71.97	37.67	73.47
21779	52.95	-41.55	70.09
21780	-22.62	-12.70	69.60
21781	-37.10	34.21	73.47
21782	17.36	-8.60	70.20
21783	53.08	39.17	70.43
21784	-92.22	-22.22	74.77
21785	-71.18	2.65	74.70
21786	-38.56	-79.27	74.46
21787	-2.94	74.73	70.26
21788	-40.57	-90.69	68.85
21789	95.11	29.07	69.83
21790	-66.65	98.58	70.08
21791	5.18	-46.44	71.86
21792	60.35	30.71	70.85
21793	47.67	33.32	70.57
21794	-31.42	0.62	71.84
21795	91.57	45.36	67.47
21796	86.92	-46.73	74.53
21797	-20.02	6.08	74.56
21798	44.28	-66.54	73.67
21799	-56.35	51.86	68.81
21800	12.04	-25.53	71.32
21801	-44.29	72.48	74.34
21802	-5.59	53.37	72.10
21803	46.81	53.84	71.84
21804	62.09	43.32	71.43
21805	-17.29	96.43	72.00
21806	43.10	86.89	73.43
21807	-49.60	3.26	74.21
21808	19.00	97.47	73.56
21809	-63.42	88.18	71.55
21810	0.49	-72.25	72.50
21811	32.94	-12.00	73.43
21812	-18.98	-86.68	72.51
21813	92.68	-74.10	69.05
21814	-53.02	-63.07	69.98
21815	77.35	58.62	71.83
21816	11.41	-66.14	70.13
21817	29.70	-94.38	72.34
21818	86.63	-22.29	74.71
21819	59.86	49.72	72.31
21820	-78.57	-58.04	75.06
21821	46.35	63.93	72.51
21822	-69.95	95.55	70.34
21823	-32.61	48.25	67.34
21824	93.81	4.16	72.33
21825	35.63	-6.10	72.03
21826	32.31	-29.83	69.92
21827	79.90	-87.47	72.77
21828	-15.71	72.38	70.22
21829	-61.17	31.27	71.22
21830	-89.08	-84.22	71.82
21831	-9.51	22.72	70.57
21832	-51.35	-78.81	70.80
21833	28.54	-65.32	71.08
21834	-1.70	-11.41	72.98
21835	84.80	20.93	71.26
21836	29.96	30.95	71.17
21837	-15.34	59.41	72.18
21838	25.70	52.25	72.46
21839	7.46	20.11	68.59
21840	-43.59	-57.52	72.47
21841	-86.19	87.12	70.85
21842	13.25	93.91	72.72
21843	-99.74	96.55	72.05
21844	67.10	-61.71	77.08
21845	28.82	77.01	75.36
21846	-45.53	-83.09	71.70
21847	0.53	3.32	71.29
21848	-61.70	-70.73	74.77
21849	36.60	37.40	72.74
21850	16.47	23.40	75.59
21851	-42.07	-53.77	70.12
21852	-45.65	42.39	71.75
21853	-93.96	79.45	70.24
21854	-5.37	12.69	72.00
21855	-0.24	50.85	70.87
21856	56.18	12.78	74.00
21857	39.97	-31.17	69.83
21858	6.29	39.82	71.74
21859	-33.82	-26.42	69.91
21860	76.91	93.60	69.90
21861	-48.01	-69.02	73.05
21862	-89.29	53.33	69.89
21863	34.89	-50.59	72.88
21864	80.40	-27.11	72.98
21865	86.20	-2.33	72.01
21866	95.49	-55.67	75.73
21867	43.29	-49.76	69.08
21868	85.72	49.13	73.14
21869	-70.11	-17.85	75.11
21870	-37.98	29.25	73.59
21871	-68.60	-82.80	69.93
21872	-56.57	70.96	70.33
21873	-13.37	49.52	72.51
21874	10.39	52.41	74.19
21875	-76.30	-12.70	73.45
21876	45.20	-24.71	69.20
21877	18.07	56.71	72.57
21878	-72.38	-47.63	70.03
21879	-94.08	-91.58	71.01
21880	25.26	91.92	72.59
21881	5.69	23.34	75.08
21882	-64.55	-51.42	73.43
21883	71.98	-77.43	72.20
21884	98.31	-97.93	73.10
21885	3.92	-40.27	74.47
21886	30.72	34.91	73.80
21887	-22.67	75.55	69.85
21888	4.88	64.35	73.73
21889	24.66	-85.14	72.03
21890	16.76	49.16	73.48
21891	0.96	-37.43	72.43
21892	-75.54	-79.17	67.14
21893	-80.32	-47.52	68.95
21894	-25.60	-73.61	72.07
21895	-39.30	99.06	72.81
21896	-82.69	65.59	71.08
21897	21.60	-47.44	74.58
21898	-84.43	-6.42	73.86
21899	-23.67	-87.93	71.77
21900	-4.55	78.45	74.61
21901	-29.60	-73.83	72.32
21902	13.96	50.13	73.15
21903	-99.68	-79.36	68.77
21904	13.48	25.38	71.62
21905	-64.10	-68.36	72.93
21906	-26.26	38.26	70.61
21907	-5.79	-1.20	70.00
21908	56.90	12.89	72.30
21909	51.28	-70.30	71.33
