gcc -fopenmp -c src/main.c
gcc -fopenmp -c src/parallel_tasks.c
gcc -fopenmp -c src/utilities.c
gcc -fopenmp -lm -g -o schooling main.o parallel_tasks.o utilities.o
rm -f *.o
Fish #	x	y	w
60336	-99.46	-2.48	73.35
60337	72.01	62.37	72.76
60338	-57.87	45.57	71.89
60339	-18.93	-82.37	71.68
60340	19.04	82.52	72.82
60341	-4.23	-97.59	73.65
60342	62.47	-25.82	74.13
60343	-68.53	-31.06	73.37
60344	-25.06	41.85	70.85
60345	2.61	-7.26	71.23
60346	-53.16	91.00	72.46
60347	-40.32	51.30	73.85
60348	57.88	-86.86	70.46
60349	3.73	17.59	73.16
60350	84.32	-31.05	71.43
60351	-52.88	84.26	68.08
60352	67.27	-80.27	69.63
60353	47.03	-91.80	71.48
60354	65.90	-71.70	68.97
60355	-74.38	-14.26	72.72
60356	-89.18	20.99	74.40
60357	-13.65	73.49	71.25
60358	94.77	17.22	73.48
60359	-56.97	-30.30	69.40
60360	-40.33	46.84	70.77
60361	63.64	5.11	75.00
60362	38.04	-77.07	74.52
60363	-42.79	-3.69	71.82
60364	-62.94	60.13	72.50
60365	-86.30	-79.82	70.18
60366	-70.91	-40.38	74.43
60367	-95.96	95.35	72.10
60368	-19.65	49.87	74.21
60369	-96.25	-55.15	68.34
60370	79.57	-71.23	72.09
60371	30.59	88.38	69.65
60372	49.16	-82.46	69.07
60373	64.07	44.33	72.61
60374	34.16	-93.30	71.90
60375	-84.96	94.63	72.74
60376	54.93	77.68	71.36
60377	-1.27	-9.23	70.14
60378	-99.00	55.34	74.63
60379	86.88	-64.33	69.48
60380	14.48	-98.42	74.42
60381	-43.15	44.36	71.76
60382	-38.00	-38.71	70.15
60383	39.11	41.55	69.58
60384	-88.50	42.87	66.80
60385	88.22	90.39	67.34
60386	71.93	17.63	68.74
60387	77.39	21.46	73.30
60388	34.35	40.06	73.90
60389	-35.21	-30.90	73.06
60390	47.34	-20.20	68.02
60391	-36.72	0.78	72.68
60392	-43.41	61.94	73.40
60393	90.94	-41.60	70.55
60394	16.43	79.56	70.33
60395	-4.50	-67.17	73.68
60396	81.00	53.41	73.57
60397	77.96	-57.99	69.21
60398	-86.94	17.50	70.05
60399	84.67	-76.24	75.15
60400	-40.23	70.89	72.76
60401	-87.45	-68.70	73.38
60402	-10.68	90.34	69.14
60403	51.16	-75.54	70.94
60404	31.59	-82.44	69.72
60405	-7.63	-21.67	71.49
60406	-2.84	54.65	71.65
60407	79.71	53.75	71.43
60408	16.79	70.25	73.83
60409	-86.44	-66.38	68.04
60410	50.21	8.86	72.64
60411	-34.15	31.40	70.92
60412	-38.94	-56.58	69.69
60413	72.41	-24.87	75.03
60414	59.91	58.87	69.10
60415	-2.11	-80.51	72.54
60416	28.96	10.04	72.35
60417	-49.61	-80.73	72.02
60418	1.78	-97.24	73.29
60419	-57.06	-66.43	70.52
60420	-79.49	33.91	72.21
60421	11.90	17.87	71.77
60422	-11.25	-9.39	67.84
60423	-28.17	-95.66	71.48
60424	-37.94	-16.21	69.82
60425	-61.45	-88.54	73.44
60426	93.44	3.81	74.50
60427	42.37	-45.66	68.50
60428	47.84	15.72	72.33
60429	28.51	8.90	71.79
60430	-26.99	-73.89	69.36
60431	28.27	-97.28	70.99
60432	37.90	78.04	71.31
60433	-77.82	-60.16	69.91
60434	81.22	-36.29	73.20
60435	-26.48	-97.89	76.17
60436	97.97	85.18	72.31
60437	18.40	-12.14	72.83
60438	-23.43	90.83	70.09
60439	-5.82	38.12	72.47
60440	-24.39	31.15	71.53
60441	50.06	-31.30	71.04
60442	-65.63	-8.17	70.70
60443	23.84	84.41	71.17
60444	-92.45	-47.45	71.85
60445	-7.89	-19.05	71.06
60446	-20.33	-80.22	73.05
60447	-15.73	-82.04	74.88
60448	99.21	5.06	75.58
60449	-41.00	80.83	68.35
60450	69.17	33.52	72.94
60451	81.73	67.34	72.43
60452	17.70	1.53	71.06
60453	-45.00	94.87	73.07
60454	-8.24	46.78	73.60
60455	31.39	67.37	71.05
60456	-22.27	-19.14	71.86
60457	-63.13	13.71	73.30
60458	73.29	61.71	66.61
60459	-2.68	79.84	71.09
60460	-86.54	90.43	69.93
60461	-39.61	-6.47	75.06
60462	-90.40	44.26	69.98
60463	11.49	-90.59	70.27
60464	-50.28	70.69	70.14
60465	89.84	-81.31	68.47
60466	3.61	71.98	71.47
60467	86.22	-78.29	71.19
60468	-25.69	-59.38	68.45
60469	-83.22	65.67	68.69
60470	87.41	47.97	71.80
60471	33.44	-34.26	71.93
60472	-70.78	69.91	70.98
60473	77.85	-98.49	69.82
60474	32.42	-25.43	70.33
60475	81.55	46.48	71.50
60476	-35.81	-58.26	73.58
60477	-60.99	-26.20	71.17
60478	87.00	52.31	73.55
60479	-16.39	-63.48	73.51
60480	22.20	-26.94	70.62
60481	-45.59	-74.59	70.61
60482	-56.17	-59.77	71.39
60483	-51.69	17.94	72.01
60484	-18.54	-36.71	69.79
60485	-16.19	-31.94	71.90
60486	-86.14	-79.95	70.05
60487	33.81	-60.12	75.00
60488	90.76	9.65	73.25
60489	-57.20	21.78	74.09
60490	85.22	-75.86	75.61
60491	-32.74	-50.79	72.11
60492	-33.12	6.48	75.72
60493	22.21	-47.51	71.87
60494	-42.21	-93.97	69.42
60495	-9.39	80.79	71.50
60496	-21.12	44.62	70.53
60497	-93.41	22.71	71.08
60498	85.05	-44.89	71.63
60499	-58.15	-34.10	71.20
60500	20.00	27.06	72.10
60501	33.77	31.86	71.40
60502	47.11	-33.43	69.76
60503	73.14	35.87	71.10
60504	76.83	-85.86	73.84
60505	-41.95	62.85	74.85
60506	-61.12	25.72	73.78
60507	-89.14	4.76	68.60
60508	-67.20	33.68	71.53
60509	58.25	-8.42	74.70
60510	39.50	-51.74	72.80
60511	-28.23	-82.62	74.40
60512	92.87	-19.84	71.09
60513	41.89	77.52	76.02
60514	34.27	84.35	68.35
60515	-56.58	-46.34	71.10
60516	10.61	78.19	72.88
60517	84.72	-41.08	75.36
60518	-55.63	57.86	73.66
60519	94.80	-79.00	74.85
60520	72.20	-47.75	70.43
60521	83.04	-89.72	72.19
60522	78.97	94.71	70.44
60523	17.24	-88.64	72.00
60524	26.78	-24.71	69.34
60525	2.15	-33.72	74.32
60526	24.75	73.72	72.23
60527	-15.93	16.82	71.47
60528	-47.32	-73.44	70.09
60529	-4.66	86.54	74.34
60530	-89.69	37.37	73.10
60531	-60.39	21.52	71.98
60532	16.56	-75.07	71.30
60533	79.64	60.52	70.88
60534	81.39	75.04	72.00
60535	81.32	54.99	69.11
60536	-74.11	65.16	69.62
60537	66.67	-94.55	70.54
60538	58.87	-16.28	74.09
60539	-83.58	-15.55	70.55
60540	59.81	18.96	72.33
60541	52.34	-16.04	71.13
60542	-7.72	-62.60	71.82
60543	-98.62	44.16	70.07
60544	-35.83	-5.07	70.49
60545	31.50	-24.93	68.94
60546	-67.31	70.71	74.77
60547	97.59	48.65	68.23
60548	95.64	76.23	71.57
60549	10.17	79.63	73.17
60550	49.47	-8.71	72.93
60551	33.03	76.76	71.52
60552	-43.54	0.30	71.24
60553	82.61	-84.87	71.58
60554	83.02	98.03	77.71
60555	0.78	43.23	73.38
60556	16.79	-46.48	72.76
60557	-72.61	-91.33	68.95
60558	-8.67	-72.83	73.31
60559	53.02	54.09	67.74
60560	21.30	-16.48	71.22
60561	-71.04	54.79	70.61
60562	-45.37	-74.24	72.71
60563	4.64	-48.73	75.13
60564	-99.01	-86.18	67.24
60565	-69.69	52.06	67.79
60566	5.31	63.33	73.41
60567	27.42	62.17	76.05
60568	-35.37	10.04	72.08
60569	76.50	-52.35	72.79
60570	8.06	-23.32	70.90
60571	89.08	-76.35	71.27
60572	29.40	-84.13	74.52
60573	-67.68	-80.28	75.60
60574	-58.76	85.75	69.58
60575	74.81	62.54	71.95
60576	-30.53	-96.02	76.86
60577	17.33	25.91	70.33
60578	-70.46	-78.03	71.93
60579	76.18	-69.87	71.99
60580	-64.61	-93.52	72.94
60581	82.79	42.30	71.65
60582	70.02	12.22	71.01
60583	3.06	-65.55	69.67
60584	-77.55	-19.84	76.50
60585	-19.30	31.92	71.59
60586	56.44	-28.43	72.56
60587	56.17	-13.76	74.07
60588	-14.56	90.49	73.96
60589	7.76	26.88	74.47
60590	75.84	-18.23	69.17
60591	-10.19	-53.29	72.29
60592	-14.45	-92.06	74.43
60593	70.82	13.89	72.83
60594	-71.49	44.20	74.53
60595	45.62	-36.50	70.07
60596	51.68	27.41	75.87
60597	-95.00	21.29	73.55
60598	-59.97	7.66	73.28
60599	54.34	-36.52	70.12
60600	86.62	-65.36	72.34
60601	95.00	43.46	72.72
60602	5.61	52.57	68.68
60603	-70.70	90.05	67.99
60604	41.46	36.06	71.34
60605	17.32	17.10	70.65
60606	-81.97	-91.06	72.08
60607	62.61	4.58	72.03
60608	-85.12	32.03	72.50
60609	-82.73	-54.41	66.27
60610	-22.97	63.29	73.42
60611	10.30	-72.10	74.88
60612	-7.58	15.51	68.50
60613	49.33	32.84	71.78
60614	-76.35	3.16	71.66
60615	95.80	-89.90	73.67
60616	38.93	91.83	71.14
60617	53.04	-56.11	69.62
60618	41.81	82.34	72.65
60619	-64.45	-15.06	71.84
60620	19.41	53.97	75.65
60621	-98.54	37.13	73.84
60622	62.85	63.94	72.92
60623	-59.14	77.91	73.78
60624	-3.55	-40.62	73.32
60625	-76.78	71.87	71.07
60626	-78.06	33.06	70.66
60627	-99.45	12.76	72.43
60628	-51.02	50.08	75.81
60629	-54.80	-27.58	73.42
60630	-44.97	-57.60	71.62
60631	-17.08	92.77	77.45
60632	-67.17	-65.04	72.76
60633	-63.55	76.04	71.71
60634	-82.50	-28.20	73.22
60635	-39.02	36.32	68.70
60636	-75.23	-36.76	74.40
60637	-27.36	87.42	72.45
60638	-73.22	13.70	71.34
60639	65.92	22.03	72.60
60640	71.48	88.94	74.67
60641	-5.70	93.62	74.26
60642	21.21	-3.75	71.55
60643	7.38	69.38	77.20
60644	-54.88	53.98	75.42
60645	-58.59	0.56	70.97
60646	94.79	24.53	77.11
60647	-6.28	-70.98	74.95
60648	57.69	28.58	72.85
60649	-95.94	75.40	75.38
60650	-99.42	-34.16	73.62
60651	11.52	-74.46	75.25
60652	27.68	84.76	73.45
60653	-87.64	54.06	72.80
60654	-2.54	75.88	74.99
60655	-24.31	-30.06	72.25
60656	65.82	68.99	71.27
60657	-36.43	-12.57	71.87
60658	-36.17	70.95	73.72
60659	-43.39	11.36	74.65
60660	24.93	0.42	72.34
60661	-89.88	18.12	72.29
60662	-76.45	3.04	72.83
60663	47.13	81.05	70.65
60664	-68.58	52.39	68.28
60665	57.04	-67.20	68.73
60666	-82.17	-31.84	71.10
60667	-41.06	44.51	69.64
60668	-47.68	-29.50	72.64
60669	-1.03	50.78	70.04
60670	-52.41	75.46	74.42
60671	-80.07	-88.39	70.95
60672	44.24	-16.71	70.30
60673	-0.76	-91.72	74.87
60674	-47.16	56.45	71.99
60675	19.83	77.58	73.31
60676	-43.72	29.35	72.76
60677	-3.91	-20.97	73.26
60678	-67.21	-55.97	70.26
60679	-39.53	-34.59	69.14
60680	96.82	-82.88	69.36
60681	-0.99	-84.75	75.12
60682	-14.52	57.35	69.49
60683	61.37	37.59	67.45
60684	-72.34	-39.07	68.85
60685	-11.42	-24.95	71.89
60686	-65.01	7.71	75.46
60687	-13.34	78.83	70.38
60688	91.40	87.50	72.98
60689	86.91	-55.96	70.78
60690	42.75	6.74	73.75
60691	-78.98	99.83	73.51
60692	-64.90	18.71	72.43
60693	-20.54	-30.91	74.00
60694	64.34	40.00	76.69
60695	34.00	62.17	72.66
60696	55.41	-66.88	73.09
60697	77.01	-57.28	71.81
60698	88.93	37.19	71.13
60699	79.05	-83.83	72.37
60700	96.58	-32.18	71.40
60701	-8.20	-68.40	74.59
60702	76.19	79.28	73.17
60703	-89.91	66.56	71.36
60704	65.75	97.16	70.26
60705	-88.33	8.89	70.40
60706	4.32	-66.72	73.64
60707	8.37	38.73	74.92
60708	51.75	87.84	73.35
60709	-91.69	17.29	72.09
60710	27.23	43.10	70.40
60711	-20.28	-15.68	71.55
60712	75.40	-43.93	72.69
60713	26.15	65.15	74.77
60714	93.07	5.38	73.13
60715	82.57	88.59	72.74
60716	73.59	-26.53	73.20
60717	-79.50	49.88	71.89
60718	-47.72	-68.23	69.91
60719	15.47	-81.78	73.00
60720	-71.09	25.25	72.02
60721	25.78	32.88	69.77
60722	59.11	-65.12	71.98
60723	-28.33	11.62	73.94
60724	-77.68	-20.47	74.28
60725	-70.74	49.38	70.94
60726	-77.92	7.17	71.19
60727	-66.10	99.09	73.50
60728	61.85	59.25	72.96
60729	62.44	54.52	69.46
60730	-35.17	46.41	71.05
60731	43.11	-61.38	70.48
60732	-80.33	63.81	71.06
60733	85.50	-28.24	70.16
60734	96.78	1.97	73.28
60735	-9.83	-73.11	73.98
60736	-71.38	-85.45	74.63
60737	57.37	88.13	72.29
60738	-49.76	-70.56	74.52
60739	1.15	-28.04	77.91
60740	9.77	30.00	72.50
60741	-78.66	31.86	73.98
60742	-64.82	-44.96	72.00
60743	30.14	98.62	72.20
60744	-86.91	-6.82	74.76
60745	51.94	-21.68	67.53
60746	-62.01	-4.75	74.32
60747	14.94	-41.14	73.81
60748	-40.14	1.44	75.14
60749	29.82	-43.56	69.25
60750	-95.80	-81.21	69.58
60751	-17.87	-67.77	72.15
60752	-65.05	-58.90	71.54
60753	-79.45	-16.02	69.91
60754	-29.06	21.30	68.10
60755	56.54	80.91	68.67
60756	-50.09	78.08	66.87
60757	14.37	-13.32	66.98
60758	-66.28	-54.69	69.21
60759	-13.69	-52.59	73.79
60760	36.89	-62.75	73.12
60761	26.53	74.88	72.50
60762	33.10	-57.93	71.57
60763	-64.66	93.16	69.81
60764	43.71	63.96	69.98
60765	-50.20	47.91	71.29
60766	83.95	32.73	70.75
60767	80.34	-83.10	68.60
60768	73.42	-98.91	70.21
60769	3.48	-54.84	72.89
60770	22.40	-40.78	70.10
60771	-73.53	72.70	74.59
60772	-62.29	40.04	70.90
60773	-40.02	-27.17	71.86
60774	83.55	44.89	70.43
60775	20.64	22.04	72.36
60776	81.74	-54.03	72.95
60777	-2.28	14.83	74.49
60778	-12.36	32.86	71.34
60779	9.99	-68.65	74.80
60780	-2.58	57.58	75.50
60781	79.46	-18.03	71.95
60782	-7.69	58.20	77.29
60783	-0.13	-33.87	75.26
60784	59.89	-97.85	69.11
60785	11.29	-18.91	67.26
60786	-39.63	36.96	71.71
60787	-46.41	-1.12	68.76
60788	-21.00	12.57	68.55
60789	71.91	-37.85	75.82
60790	-41.14	-8.85	72.74
60791	84.18	-59.40	71.64
60792	37.32	-18.10	72.69
60793	54.43	-74.64	72.37
60794	-85.04	-35.98	71.94
60795	-42.09	12.17	72.85
60796	-77.19	-63.22	73.46
60797	93.14	13.92	72.80
60798	95.38	-8.39	71.05
60799	79.05	54.87	75.61
60800	-7.24	-9.65	71.86
60801	-64.04	53.33	71.76
60802	-71.49	-10.25	71.16
60803	-48.39	6.91	71.81
60804	-98.27	-76.28	69.63
60805	69.06	-38.81	68.04
60806	14.26	54.44	72.43
60807	1.99	-48.02	69.64
60808	-64.66	-43.38	68.66
60809	-22.86	-50.30	71.44
60810	20.65	33.45	76.22
60811	61.07	42.85	71.29
60812	69.43	54.02	69.69
60813	-44.03	64.81	67.11
60814	-55.37	-63.78	73.82
60815	19.28	38.19	70.32
60816	26.37	54.44	74.64
60817	-8.48	54.27	72.63
60818	-55.41	44.12	74.44
60819	-39.42	-53.29	74.58
60820	67.24	-70.16	68.55
60821	7.70	-18.50	71.57
60822	82.88	-90.31	72.22
60823	32.28	-80.98	71.58
60824	-32.48	-91.38	73.64
60825	-30.48	86.36	69.95
60826	42.88	-70.61	72.07
60827	29.81	12.91	70.23
60828	83.61	87.18	70.78
60829	-22.49	-70.16	69.37
60830	-77.40	96.79	74.31
60831	66.22	48.57	69.74
60832	52.23	-42.06	69.28
60833	1.84	95.41	72.14
60834	-98.54	63.83	70.16
60835	-57.88	68.10	71.57
60836	93.67	50.83	72.56
60837	-50.20	77.15	71.05
60838	60.72	82.09	73.90
60839	95.37	-73.56	69.91
60840	91.51	-36.31	71.79
60841	-86.00	33.39	72.58
60842	-8.31	45.01	73.31
60843	-53.91	-23.90	75.02
60844	31.99	23.81	71.14
60845	5.14	53.19	70.05
60846	19.20	-28.44	68.24
60847	1.16	-28.58	70.49
60848	28.70	-96.00	71.50
60849	-33.17	30.57	71.07
60850	66.62	10.36	70.70
60851	-0.13	59.49	73.64
60852	-38.21	49.48	70.20
60853	37.44	-78.49	70.63
60854	30.36	30.81	74.22
60855	-51.06	21.07	72.13
60856	94.30	-34.86	73.62
60857	-45.34	-12.61	69.64
60858	-92.85	0.55	74.11
60859	63.69	39.54	72.62
60860	-77.04	-32.17	73.16
60861	-8.46	44.35	71.56
60862	40.19	93.09	72.29
60863	-83.83	-30.70	72.77
60864	97.69	-15.79	72.63
60865	-100.54	63.92	74.26
60866	93.77	-0.27	70.45
60867	23.61	-45.05	75.22
60868	-51.79	-39.76	71.51
60869	-24.14	78.97	73.21
60870	91.26	25.40	70.59
60871	-0.16	86.16	74.53
60872	88.54	54.90	71.81
60873	-25.85	96.09	71.36
60874	-44.29	-62.72	70.89
60875	34.93	-21.20	72.33
60876	6.28	-72.71	71.22
60877	-77.08	-54.49	71.06
60878	-79.11	-62.41	70.57
60879	15.25	-81.55	74.30
60880	19.94	13.60	72.02
60881	81.83	14.46	75.37
60882	-85.83	5.68	69.06
60883	69.48	-37.55	74.05
60884	65.84	-55.55	71.42
60885	-58.70	57.56	70.12
60886	70.31	41.58	72.60
60887	45.70	59.51	72.83
60888	-2.28	-82.64	73.93
60889	55.61	52.63	73.16
60890	-44.36	-8.87	72.29
60891	-68.97	62.12	74.81
60892	18.42	-46.65	67.24
60893	-92.77	39.51	74.43
60894	-10.06	21.88	75.96
60895	57.35	-88.12	72.87
60896	-65.73	39.99	71.85
60897	24.74	-50.76	74.30
60898	-55.33	-6.18	76.32
60899	13.10	-88.89	71.62
60900	39.27	54.60	69.65
60901	68.67	9.38	73.25
60902	-3.02	13.58	72.76
60903	-30.51	94.29	73.68
60904	32.54	-74.90	74.60
60905	45.52	87.98	71.00
60906	17.03	76.95	72.67
60907	49.30	-65.55	74.61
60908	-70.31	56.93	66.45
60909	74.76	20.43	71.14
60910	-22.60	31.72	69.54
60911	32.71	13.08	72.48
60912	-28.70	-42.35	71.98
60913	62.72	16.17	69.89
60914	50.67	-23.58	74.91
60915	28.08	-10.26	73.79
60916	-70.39	-3.24	75.43
60917	99.72	27.59	72.11
60918	-90.27	-31.39	69.70
60919	21.68	39.87	74.69
60920	-6.29	-31.80	73.94
60921	28.05	-88.86	73.58
60922	-56.05	-23.26	71.81
60923	-55.21	-25.76	74.08
60924	-67.73	-79.85	73.25
60925	94.47	10.48	70.71
60926	52.07	27.38	70.71
60927	-77.25	-77.43	69.53
60928	84.84	86.27	67.41
60929	38.14	35.91	69.26
60930	-38.51	-36.18	68.81
60931	-73.55	-7.90	72.74
60932	59.78	-73.23	73.93
60933	-80.11	69.31	69.44
60934	-5.02	40.38	76.06
60935	9.38	88.48	73.12
60936	-92.02	-61.77	72.51
60937	99.82	-47.08	72.50
60938	13.77	-54.78	71.34
60939	27.36	47.24	73.85
60940	-35.43	22.63	74.70
60941	-42.48	-84.36	69.94
60942	-49.78	-17.53	72.94
60943	-62.19	-63.54	70.83
60944	-31.85	75.36	73.42
60945	72.57	29.44	71.01
60946	-59.42	97.42	72.62
60947	-77.86	-99.84	74.53
60948	-76.82	-59.37	77.13
60949	70.47	18.96	74.76
60950	81.81	-20.15	78.00
60951	8.04	88.98	74.64
60952	18.08	7.87	71.45
60953	-58.29	-67.55	70.15
60954	51.88	68.67	74.77
60955	79.69	-82.34	74.74
60956	-8.90	-61.79	70.17
60957	-68.30	40.32	73.18
60958	20.48	-29.29	70.56
60959	75.77	87.83	72.23
60960	-54.13	47.74	67.89
60961	18.86	-12.75	71.66
60962	45.15	39.80	72.37
60963	-11.79	70.54	73.65
60964	82.04	-42.71	74.20
60965	-10.31	63.65	74.60
60966	38.34	96.74	71.34
60967	52.03	-42.38	71.35
60968	6.40	94.54	73.74
60969	-10.33	-41.91	72.73
60970	63.21	-29.04	70.34
60971	-24.86	-45.69	73.13
60972	8.36	8.44	72.74
60973	95.22	-71.36	70.74
60974	79.15	70.60	69.17
60975	-81.73	-73.18	72.23
60976	18.94	36.53	72.46
60977	11.47	-35.11	76.27
60978	-23.26	99.08	74.27
60979	-65.57	-40.63	71.55
60980	-41.63	24.72	73.02
60981	-77.18	96.11	72.98
60982	21.84	75.48	75.03
60983	-46.62	-72.42	68.82
60984	69.65	42.67	72.55
60985	-13.98	33.34	71.02
60986	-86.65	60.94	75.68
60987	86.66	22.24	68.65
60988	-30.22	82.46	73.65
60989	52.02	-51.63	69.34
60990	53.20	69.36	68.23
60991	-25.57	-28.00	71.82
60992	5.72	87.04	72.96
60993	38.19	81.85	72.51
60994	86.77	72.92	69.87
60995	-58.48	-54.65	71.00
60996	-1.67	-37.11	73.89
60997	-59.33	-80.23	68.96
60998	-62.23	-4.34	72.36
60999	-51.85	-92.57	72.79
61000	-62.07	33.57	76.43
61001	40.97	-48.92	72.42
61002	-4.09	28.82	71.92
61003	71.72	64.69	70.82
61004	11.28	23.14	73.86
61005	-84.54	-34.92	73.57
61006	-7.30	-9.70	70.47
61007	37.88	100.42	73.28
61008	-23.86	-24.13	71.42
61009	81.47	-35.90	73.30
61010	-51.62	-78.01	66.27
61011	9.05	45.52	71.96
61012	-14.12	50.52	74.77
61013	64.69	24.25	71.02
61014	-55.22	-88.56	73.28
61015	31.28	-18.10	73.10
61016	46.01	-28.76	70.18
61017	32.18	-59.07	75.24
61018	-99.33	4.11	73.23
61019	-94.18	11.35	75.01
61020	-71.76	-79.91	73.45
61021	75.23	22.14	73.06
61022	10.58	12.71	68.64
61023	19.36	86.92	72.20
61024	86.58	1.43	72.15
61025	-48.58	-65.84	71.87
61026	24.61	60.67	72.37
61027	79.28	-89.91	71.93
61028	10.39	44.17	73.92
61029	33.94	55.17	69.52
61030	56.62	-34.78	74.91
61031	-62.72	1.83	73.96
61032	38.47	69.26	69.35
61033	43.56	38.33	76.36
61034	-26.83	50.18	76.32
61035	-48.72	3.01	71.97
61036	70.86	-75.08	71.47
61037	-75.85	-18.75	71.50
61038	39.43	45.91	70.84
61039	-31.44	26.01	72.42
61040	-52.67	19.78	73.48
61041	60.57	71.95	70.52
61042	-20.75	39.25	77.08
61043	83.84	90.65	69.03
61044	-15.17	16.39	71.96
61045	47.42	-58.96	74.37
61046	82.21	82.70	71.45
61047	44.67	21.08	70.47
61048	52.88	-12.90	72.08
61049	-41.00	-73.28	70.97
61050	-62.60	9.32	69.82
61051	29.46	-90.77	74.54
61052	34.34	53.96	71.36
61053	-9.54	-27.04	67.72
61054	-1.72	57.53	72.04
61055	100.16	47.95	73.70
61056	-22.67	59.85	69.38
61057	20.32	57.69	72.59
61058	-0.39	2.88	74.15
61059	46.61	82.79	71.78
61060	-80.66	-5.75	72.40
61061	-75.06	-97.34	68.82
61062	-23.04	68.64	72.16
61063	23.15	-69.56	71.97
61064	-43.86	83.35	69.95
61065	-42.64	-5.87	72.80
61066	-7.53	86.61	72.07
61067	3.37	-73.19	71.02
61068	40.98	92.22	68.90
61069	0.37	-59.95	69.14
61070	50.95	-0.28	71.31
61071	86.61	-71.91	70.18
61072	-39.43	6.12	76.66
61073	85.97	56.98	69.84
61074	-90.59	33.99	69.99
61075	41.16	-71.85	69.16
61076	-72.37	66.50	72.25
61077	-68.99	4.20	74.21
61078	34.14	55.95	71.57
61079	34.64	91.68	71.77
61080	40.11	92.20	71.22
61081	-13.99	-68.82	73.98
61082	78.21	88.17	71.03
61083	-42.42	18.78	70.41
61084	82.20	58.95	70.39
61085	58.64	31.75	72.73
61086	-42.53	45.65	70.73
61087	59.83	16.44	71.17
61088	-48.23	46.61	75.90
61089	-26.58	-39.62	72.33
61090	-19.41	-85.02	72.40
61091	-10.08	8.63	72.26
61092	82.48	20.93	73.08
61093	-86.57	17.62	72.26
61094	-22.12	47.27	71.31
61095	9.70	-84.21	71.53
61096	39.86	94.70	74.20
61097	-53.44	17.87	74.27
61098	83.48	3.95	71.99
61099	-62.75	65.47	72.22
61100	-37.71	96.09	73.52
61101	-3.38	19.77	72.49
61102	41.94	-41.95	72.55
61103	-62.99	94.51	71.34
61104	-96.74	10.82	72.36
61105	-45.72	-15.75	68.49
61106	27.41	44.01	75.56
61107	91.68	9.49	73.78
61108	-34.67	-94.49	70.62
61109	-73.49	42.42	69.04
61110	54.18	35.20	70.17
61111	57.00	-7.16	72.20
61112	30.11	-96.23	71.58
61113	-89.29	13.18	74.16
61114	6.71	-51.84	77.61
61115	-21.34	68.61	73.98
61116	-54.55	75.08	71.24
61117	-9.83	87.59	70.99
61118	-67.27	25.98	71.49
61119	80.49	-64.01	69.93
61120	-61.80	-65.42	71.16
61121	20.65	64.81	71.81
61122	78.78	10.73	71.80
61123	-26.90	-57.88	72.37
61124	17.64	1.00	74.86
61125	84.53	-27.38	72.84
61126	-64.19	42.74	69.69
61127	63.66	66.31	71.29
61128	45.11	76.97	69.39
61129	-19.91	-47.78	71.41
61130	-74.47	57.15	71.65
61131	-76.97	-30.42	70.77
61132	32.43	12.00	71.67
61133	-43.23	66.76	72.02
61134	-62.42	-62.54	71.70
61135	-97.64	-25.42	69.26
61136	-27.76	21.20	68.54
61137	-60.41	-48.98	71.41
61138	-66.26	13.49	74.98
61139	-6.46	52.58	68.04
61140	-85.71	-20.13	72.89
61141	-76.00	-49.50	68.89
61142	-78.39	88.06	72.80
61143	-82.99	67.32	67.91
61144	65.23	-2.09	70.05
61145	-79.27	89.96	69.08
61146	-44.54	-58.24	72.18
61147	-38.26	89.89	74.90
61148	54.16	17.51	74.32
61149	54.26	93.14	72.16
61150	56.17	55.01	69.38
61151	-32.28	-72.19	72.59
61152	-23.18	7.52	72.54
61153	-21.97	10.55	71.42
61154	-78.39	72.57	72.37
61155	-38.07	-63.90	68.35
61156	-48.56	-14.07	77.04
61157	-12.80	-26.55	71.06
61158	-25.80	6.22	74.43
61159	-60.24	-60.17	71.80
61160	-96.88	-40.50	71.13
61161	-68.81	-41.62	71.24
61162	3.66	-9.66	70.40
61163	-52.12	-40.78	72.16
61164	-93.15	-98.67	68.99
61165	-48.84	63.82	72.49
61166	58.74	20.48	71.44
61167	91.43	-65.24	71.15
61168	-72.81	-30.54	72.13
61169	46.91	-50.20	70.65
61170	-57.77	-92.56	74.52
61171	-13.70	-5.54	72.19
61172	-7.22	75.10	70.18
61173	66.91	68.78	71.34
61174	-19.89	-92.73	73.18
61175	-93.59	-16.96	72.93
61176	-31.83	-63.60	69.79
61177	40.62	72.22	72.83
61178	28.54	90.10	74.96
61179	-70.16	36.39	71.20
61180	92.63	-18.00	72.13
61181	-0.79	49.97	74.65
61182	-98.73	-9.76	72.99
61183	84.73	-69.94	70.49
61184	61.30	29.84	70.81
61185	-21.94	-97.47	72.46
61186	36.69	64.76	72.45
61187	-3.01	-68.73	70.56
61188	40.06	-36.50	68.81
61189	99.45	-80.83	67.76
61190	-28.63	-91.95	72.93
61191	2.81	39.74	72.68
61192	-54.74	-56.97	73.13
61193	11.56	72.20	72.33
61194	-66.47	41.41	70.05
61195	7.99	-74.64	72.89
61196	-75.80	-92.00	71.60
61197	75.33	-74.93	74.46
61198	-1.16	58.86	72.66
61199	-44.66	-39.46	70.35
61200	-10.49	35.60	71.26
61201	-37.13	-73.60	71.97
61202	-0.24	61.26	72.59
61203	-41.34	-59.98	71.80
